song,firstName,lastName
Gamblers,Aiden,Hess
Coffee With Manni,Tegan,Levine
Lady,Tegan,Levine
Undo,Tegan,Levine
Please Don't Do This (Album),Tegan,Levine
Feeling This,Tegan,Levine
Just Lose It,Morris,Gilmore
Kokoro - Angel Heart (album mix),Tegan,Levine
Beautiful Ending (Album),Tegan,Levine
Phantom Of The Opera,Tegan,Levine
Careless Whisper,Ava,Robinson
Lucy in the Sky With Diamonds (feat. Frankie Paul),Tegan,Levine
Birds,Tegan,Levine
Cosmic Love,Tegan,Levine
Sextape (Album Version),Tegan,Levine
No Usemos Ropa Hoy,Sara,Johnson
Fight,Tegan,Levine
Fuck Kitty,Tegan,Levine
Talk To Your Daughter (Album Version),Sara,Johnson
To The Fairies They Draw Near,Colm,Santana
Los Salieris De Charly,Tegan,Levine
Sinisten tÃÂ¤htien alla,Colm,Santana
Yeah! New York,Sara,Johnson
Here Without You,Sara,Johnson
Rock The Casbah,Tegan,Levine
Updated & Still Hated (The Ball Point Composer Album Version),Colm,Santana
Everything Means Nothing To Me,Sara,Johnson
Behind The Sea [Live In Chicago],Tegan,Levine
Fix You,Colm,Santana
Dirt Road Anthem (feat. Brantley Gilbert),Sara,Johnson
What Makes A Man,Tegan,Levine
R.I.P. Burn Face,Sara,Johnson
Who Can Compare,Jacob,Klein
Walking On Sunshine,Colm,Santana
Something in the Way (Album version),Tegan,Levine
Uptown Invisible,Sara,Johnson
SÃÂ¤g ingenting till mig,Jacob,Klein
Wake Up,Tegan,Levine
Glad All Over,Sara,Johnson
What A Meeting In The Air (Atlanta Homecoming Album Version),Jacob,Klein
No Wow,Sara,Johnson
Don't Wanna Lose You,Tegan,Levine
Angie (1993 Digital Remaster),Jacob,Klein
Pulk/Pull Revolving Doors,Sara,Johnson
Raining in September,Jacob,Klein
Godine prolaze,Tegan,Levine
Reason I'm Alive (Explicit),Jacob,Klein
Such Great Heights,Sara,Johnson
All Summer Long (Album Version),Jacob,Klein
Shout,Tegan,Levine
paranoid android,Sara,Johnson
Folkin' Around [Live In Chicago],Jacob,Klein
I Remember,Tegan,Levine
What Do I Do With My Heart,Jacob,Klein
The Scientist,Sara,Johnson
Sinisten tÃÂ¤htien alla,Jacob,Klein
Concorde,Sara,Johnson
Boom (Album Version),Jacob,Klein
Video Killed The Radio Star,Sara,Johnson
Found Home,Jacob,Klein
Roadside,Sara,Johnson
Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Jacob,Klein
Canada,Sara,Johnson
Cash Still Rules/Scary Hours (still don't nothing move but the money),Jacob,Klein
Uncle Jonny,Sara,Johnson
Reptilia,Jacob,Klein
Littlest Things,Sara,Johnson
Old School Rules (Album Version),Jacob,Klein
Where You From?,Sara,Johnson
I Could Sing Of Your Love Forever,Jacob,Klein
Use Somebody,Sara,Johnson
Stuck With You,Jacob,Klein
Home,Sara,Johnson
Jack Explode,Jacob,Klein
Float On,Sara,Johnson
Jesus_ Etc.,Jacob,Klein
This Cowboy Song,Sara,Johnson
Swing Javanaise,Jacob,Klein
Secrets,Sara,Johnson
Intergalactic,Jacob,Klein
"Prelude (""The World is In Fear Again and It Has All Been Manufactured"")",Sara,Johnson
Nada De Ti,Jacob,Klein
Neon Bible,Sara,Johnson
Think Of You,Jacob,Klein
Up Up & Away,Sara,Johnson
I Kissed A Girl,Jacob,Klein
Moondance (Album Version),Sara,Johnson
Mr Vain,Jacob,Klein
Walcott (Album),Sara,Johnson
Orange Alert (DFA Remix),Jacob,Klein
Dog Days Are Over (Radio Edit),Sara,Johnson
Roquefort (with Empire Horns),Sara,Johnson
Sylvia Plath,Jacob,Klein
When It Rains (Album Version),Sara,Johnson
Let's Play House,Jacob,Klein
Never Saw It Coming,Sara,Johnson
Robot Soul (Radio Edit),Jacob,Klein
Hateful,Sara,Johnson
 I Will Not Reap Destruction,Jacob,Klein
Last Cup Of Sorrow,Sara,Johnson
It's My Party,Jacob,Klein
Hey There Delilah,Sara,Johnson
Do You Really Want To Hurt Me (2002 Digital Remaster),Jacob,Klein
Rhapsody In Blue,Jacob,Klein
Teach Me How To Dougie,Jacob,Klein
Cotton Eye Joe (Explicit),Jacob,Klein
Un Dia Gris,Jacob,Klein
3,Jacob,Klein
Almaz,Jacob,Klein
Love Pipe,Jacob,Klein
Fast Cars,Jacob,Klein
Stray Cat Strut,Jacob,Klein
Hanalei Bay,Jacob,Klein
Learned Your Name,Chloe,Cuevas
Tunnel Of Love,Jacob,Klein
Never Know,Chloe,Cuevas
Marciano (I Turned Into A Martian),Sylvie,Cruz
Jesus He Knows Me (2007 Digital Remaster),Jacob,Klein
Move Along,Chloe,Cuevas
Love Song For No One,Sylvie,Cruz
Mistica,Jacob,Klein
How 'Bout It,Chloe,Cuevas
Fireworks,Chloe,Cuevas
harbor,Jacob,Klein
El mismo hombre,Jacob,Klein
Shooting Stars,Chloe,Cuevas
Servant Of Death's Head,Jacob,Klein
Can't Cry These Tears,Chloe,Cuevas
Stand By Me (LP Version),Chloe,Cuevas
Fake Tales Of San Francisco,Chloe,Cuevas
Undo,Chloe,Cuevas
La Sin RazÃÂ³n,Chloe,Cuevas
No Envy No Fear,Chloe,Cuevas
Punk Rock 101,Chloe,Cuevas
The Only Exception (Album Version),Chloe,Cuevas
Starz In Their Eyes,Chloe,Cuevas
Hide & Seek,Chloe,Cuevas
Shelter,Chloe,Cuevas
You're Beautiful,Chloe,Cuevas
Until The End Of Time,Chloe,Cuevas
The Nation,Tegan,Levine
Playground Love,Tegan,Levine
Rikkalicious ,Chloe,Cuevas
Aum Aum,Tegan,Levine
Rats In The Cellar,Tegan,Levine
Rhythm Of The Night,Chloe,Cuevas
From This Day Forward,Jacqueline,Lynch
Blue Kiss,Chloe,Cuevas
Lost Cause,Tegan,Levine
CoraÃÂ§ÃÂ£o Vagabundo,Jacqueline,Lynch
Red October,Chloe,Cuevas
Fever,Tegan,Levine
Ramble On,Jacqueline,Lynch
Baby I'm Just A Fool,Tegan,Levine
Revenga,Chloe,Cuevas
Monster,Jacqueline,Lynch
"Phony Calls (Parody of ""Waterfalls"" by TLC)",Chloe,Cuevas
Home,Jacqueline,Lynch
Deathzone,Tegan,Levine
The Feel Good Drag,Chloe,Cuevas
Whispers In The Dark (Radio Edit),Chloe,Cuevas
Somebody To Love,Tegan,Levine
Kassie Jones (Casey Jones),Jacqueline,Lynch
Heart Cooks Brain,Chloe,Cuevas
Conroy,Jacqueline,Lynch
Third Degree,Tegan,Levine
Voodoo Doll,Jacqueline,Lynch
Walk Through Hell (featuring Max Bemis Acoustic Exclusive),Chloe,Cuevas
Rapture at Sea,Tegan,Levine
I Wish,Chloe,Cuevas
Droomland (duet met Paul de Leeuw),Jacqueline,Lynch
Kryptonite,Chloe,Cuevas
Nausea,Jacqueline,Lynch
I'm A Lady [feat. Trouble Andrew],Jacqueline,Lynch
Bleed It Out [Live At Milton Keynes],Chloe,Cuevas
From The Ritz To The Rubble,Jacqueline,Lynch
Vanilla Twilight,Jacqueline,Lynch
It's Christmas So We'll Stop,Chloe,Cuevas
I Think I'll Live,Jacqueline,Lynch
Yeah!,Tegan,Levine
Monday Morning Cold (band),Jacqueline,Lynch
Kryptonite,Chloe,Cuevas
Once Britten,Tegan,Levine
Crazy Bitch (Album Version),Chloe,Cuevas
Citizen/Soldier,Jacqueline,Lynch
Somebody To Love,Tegan,Levine
Lettera Da Volterra,Chloe,Cuevas
Marry Me,Jacqueline,Lynch
El Burrito,Tegan,Levine
Amame,Tegan,Levine
Terre Promise,Tegan,Levine
Perhaps Vampires Is A Bit Strong But...,Tegan,Levine
It's Tricky,Tegan,Levine
And The Hero Will Drown (Album Version),Tegan,Levine
Wild World,Tegan,Levine
Fake Tales Of San Francisco (Explicit),Tegan,Levine
Sin SoluciÃÂ³n,Tegan,Levine
In The Dragon's Den,Chloe,Cuevas
Hey_ Soul Sister,Tegan,Levine
Train Round The Bend (LP Version),Chloe,Cuevas
My Doorbell (Album Version),Chloe,Cuevas
Hearts Collide (album version),Chloe,Cuevas
Less Than Lovers,Chloe,Cuevas
Strut (1993 Digital Remaster),Chloe,Cuevas
The Dream Is Over,Chloe,Cuevas
Jump In The Pool,Chloe,Cuevas
Pequeno Grande Amor,Chloe,Cuevas
Losing Touch,Chloe,Cuevas
Soul On Fire (Drum Majorz Club Remix) (Feat. Beenie Man),Aiden,Hess
Crosshairs,Chloe,Cuevas
A Gift For Melody Anne,Chloe,Cuevas
Fireworks (LP Version),Aiden,Hess
I?'m A Steady Rollin? Man,Aiden,Hess
Working With Homesick,Chloe,Cuevas
Nrrrd Grrrl,Aiden,Hess
American Love (Album Version),Chloe,Cuevas
Cartoon Heroes,Aiden,Hess
Stadium Love,Aiden,Hess
Escape,Stefany,White
Fell In Love Without You (Acoustic),Stefany,White
The Thousand Names of Lord Shiva (Part 1),Stefany,White
Dance Like Michael Jackson,Ryan,Smith
You're A Cad,Ryan,Smith
Inevitable,Christian,Porter
Enero en la playa,Tegan,Levine
Manhattan,Kate,Harrell
Michael,Kate,Harrell
Drilled A Wire Through My Cheek,Tegan,Levine
Almeno Tu Nell'Universo,Kate,Harrell
A Dustland Fairytale,Kate,Harrell
Noir Sur Blanc,Kate,Harrell
Playground Love,Kate,Harrell
Punk (Radio Edit),Kate,Harrell
Unite (2009 Digital Remaster),Kate,Harrell
Symphony No. 3: III. Lento - Cantablile Semplice,Kate,Harrell
Gimme,Tegan,Levine
Drops In The River,Kate,Harrell
Another One In The Dark,Tegan,Levine
Atrevido,Kate,Harrell
You're Mine,Kate,Harrell
Fica Mais Um Pouco Amor,Tegan,Levine
End Of The Line,Tegan,Levine
Favor Of The Lord,Kate,Harrell
Ya No,Tegan,Levine
One Minute In Heaven,Kate,Harrell
Infinity 2008,Tegan,Levine
Hasir,Kate,Harrell
What Took You So Long,Tegan,Levine
Move Along,Tegan,Levine
Revelry,Kate,Harrell
Paranoid,Tegan,Levine
Speed Of Sound,Kate,Harrell
Sehr kosmisch,Tegan,Levine
Anxiety Hangover,Tegan,Levine
Hoy No,Tucker,Garrison
Du Riechst So Gut,Tegan,Levine
Drama,Tegan,Levine
More Than Everything,Tegan,Levine
I'm Ready (Album Version),Tegan,Levine
Hacha Y Machete,Tegan,Levine
SinceritÃÂ© Et Jalousie,Tegan,Levine
Secrets,Tegan,Levine
Marea (version acustica),Tegan,Levine
Collapse (Album Version),Tegan,Levine
Ambling Alp (DJ /Rupture & Brent Arnold Remix),Tegan,Levine
You've Lost That Lovin' Feelin',Tegan,Levine
I Kissed A Girl,Tegan,Levine
16 Candles,Tegan,Levine
Breathe,Tegan,Levine
What If,Kate,Harrell
Disco Lady,Tegan,Levine
My Missing,Kate,Harrell
Flyjack,Tegan,Levine
Spike Jones,Kate,Harrell
Here He Comes (Lover Man),Kate,Harrell
Snapshot,Kate,Harrell
Holy Is His Name (For The Bride Album Version),Kate,Harrell
P.D.A. (We Just Don't Care),Kate,Harrell
On The Surface,Kate,Harrell
Superman,Kate,Harrell
Me & Mr Jones,Kate,Harrell
No Puedo Evitar (Pensar En Ti),Kate,Harrell
Lightning Field,Kate,Harrell
LOL :-) [feat. Gucci Mane & Soulja Boy Tell 'Em] (Album Version),Kate,Harrell
Es Por Ti,Kate,Harrell
Our Song,Kate,Harrell
Kid,Kate,Harrell
Kill The Poor,Kate,Harrell
El ciclÃÂ³n,Kate,Harrell
Move,Kate,Harrell
Look within,Kate,Harrell
Revelry,Kate,Harrell
Face Down (Album Version),Amiya,Davidson
Behind The Sea [Live In Chicago],Kate,Harrell
Mercy:The Laundromat,Amiya,Davidson
Fancy Funeral,Amiya,Davidson
Milonga En Do,Kate,Harrell
Tangerine,Amiya,Davidson
Ain't Misbehavin,Kate,Harrell
Autobiography Of A Nation (Album Version),Amiya,Davidson
Live And Let Die,Kate,Harrell
Knocking On Forbidden Doors,Ryan,Smith
Dancin' On The Killing Floor,Kate,Harrell
Happy,Amiya,Davidson
Swing_ Swing,Kate,Harrell
Bring Me To Life,Ryan,Smith
Hello,Amiya,Davidson
The Daydream,Kate,Harrell
A La villa,Amiya,Davidson
Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version),Amiya,Davidson
Are You In?,Kate,Harrell
Stupid Girl,Amiya,Davidson
Dog Sh*t,Amiya,Davidson
Girls Just Want To Have Fun,Kate,Harrell
Canada,Amiya,Davidson
House Of Pancake,Braden,Parker
Silent Shout,Kate,Harrell
I Miss You,Amiya,Davidson
Long Nights,Kate,Harrell
If You C Jordan,Braden,Parker
Heartbreak Warfare,Amiya,Davidson
The Maker,Kate,Harrell
School's Out,Amiya,Davidson
Por Ella,Austin,Rosales
What Is He Thinking?,Kate,Harrell
No Words,Amiya,Davidson
Love Song,Austin,Rosales
Whatcha Say,Kate,Harrell
Man Makes The Zoo,Amiya,Davidson
Blue period Picasso,Kate,Harrell
The Only Exception (Album Version),Kate,Harrell
Walking On A Dream (Kaskade Remix (Edit)),Kate,Harrell
Mary (Album),Kate,Harrell
Last Second Chance,Kate,Harrell
Got More Rhymes,Kate,Harrell
Engwish Bwudd,Kate,Harrell
Love You More,Kate,Harrell
Animal,Kate,Harrell
Bloodhounds On My Trail,Kate,Harrell
Shout Me Out,Kate,Harrell
Portobello Road,Kate,Harrell
Surrendering (Album Version),Kate,Harrell
Anytime You Need A Friend,Kate,Harrell
Mercy:The Laundromat,Kynnedi,Sanchez
Girls And Boys In Love,Kate,Harrell
The Beautiful People,Kate,Harrell
Time Bomb,Kate,Harrell
Coleccionista De Canciones,Kate,Harrell
Lose Control,Kate,Harrell
Paa vauhtii,Kate,Harrell
221,Kate,Harrell
The Perfect Space,Mohammad,Rodriguez
Mother Mother,Mohammad,Rodriguez
Canada,Mohammad,Rodriguez
(Nice Dream),Mohammad,Rodriguez
Magic,Mohammad,Rodriguez
Make Me Better,Mohammad,Rodriguez
Minimum,Mohammad,Rodriguez
Mon Ange,Mohammad,Rodriguez
Mr. Jones,Mohammad,Rodriguez
Money To Burn,Mohammad,Rodriguez
Prayers,Mohammad,Rodriguez
Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,Mohammad,Rodriguez
Revolution,Mohammad,Rodriguez
I Might Be Wrong,Mohammad,Rodriguez
Proper Education,Mohammad,Rodriguez
Christeen,Mohammad,Rodriguez
TRAS,Mohammad,Rodriguez
Party All Over Your Body,Matthew,Jones
Possessed,Mohammad,Rodriguez
Can't Let Go,Matthew,Jones
Superbeast,Matthew,Jones
Picture,Mohammad,Rodriguez
Caca E Cacador,Matthew,Jones
Space Travel,Mohammad,Rodriguez
How Many Times_ How Many Lies,Matthew,Jones
One Time,Mohammad,Rodriguez
Always Like This,Matthew,Jones
Nothin' On You [feat. Bruno Mars] (Album Version),Mohammad,Rodriguez
You Can Do Better Than Me (Album Version),Matthew,Jones
Me_ Myself And I,Matthew,Jones
Cover Me,Mohammad,Rodriguez
Like A Stone,Colm,Santana
Publish My Love (Album Version),Layla,Griffin
Not Fair,Mohammad,Rodriguez
Sleep Through The Static,Matthew,Jones
Diary,Layla,Griffin
Hey Little Girl,Mohammad,Rodriguez
Murderer,Matthew,Jones
Headlights Look Like Diamonds,Mohammad,Rodriguez
Your Glory Endures Forever (Flying Into Daybreak Album Version),Layla,Griffin
You're Worthy Of My Praise - Album Version,Matthew,Jones
(iii),Mohammad,Rodriguez
Love's a Mystery (LP Version),Mohammad,Rodriguez
Casting A Spell (Remixed) (1998 Digital Remaster),Layla,Griffin
Hes In The Jailhouse Now,Matthew,Jones
Sugar_ We're Goin Down,Mohammad,Rodriguez
Superballs,Layla,Griffin
You're The One,Lily,Koch
Lady (Hear Me Tonight),Mohammad,Rodriguez
(I've Had) The Time Of My Life,Layla,Griffin
This Way,Matthew,Jones
Fool,Lily,Koch
I Go To Sleep (2005 Digital Remaster),Mohammad,Rodriguez
Imma Be,Layla,Griffin
Jambalaya,Mohammad,Rodriguez
Marguerite,Lily,Koch
Undo,Layla,Griffin
Make Her Say,Mohammad,Rodriguez
Lo  Que Tengo Yo Adentro,Mohammad,Rodriguez
Brothers,Lily,Koch
The Gift,Mohammad,Rodriguez
My Own Worst Enemy,Lily,Koch
Time To Pretend,Lily,Koch
Dance Like A hoe,Mohammad,Rodriguez
Take Me Back,Lily,Koch
Starz In Their Eyes,Mohammad,Rodriguez
Love Story,Lily,Koch
Take the Limits Off,Mohammad,Rodriguez
Only Wanna Be With You (LP Version),Lily,Koch
Gnijacy Swiat,Mohammad,Rodriguez
Walk On Water Or Drown (Album),Ryan,Smith
Yeah!,Lily,Koch
Moondance (Album Version),Mohammad,Rodriguez
Hypnotize(Album Version),Ryan,Smith
Heliospan,Lily,Koch
Rising Moon,Ryan,Smith
2 Become 1,Mohammad,Rodriguez
Creil City,Lily,Koch
The Fallen (Ruined By Justice),Mohammad,Rodriguez
I Need Your Lovin' (Like The Sunshine) (Radio Edit),Lily,Koch
ClichÃÂ©,Mohammad,Rodriguez
Froggie Went a-Courtin',Lily,Koch
Ready To Meet Him,Lily,Koch
Another Day In Paradise,Lily,Koch
A Thousand Miles,Lily,Koch
Alejandro,Lily,Koch
A Woman In Love (It's Not Me),Lily,Koch
Pyosisified (Rotten To The Gore),Lily,Koch
Manuel,Lily,Koch
Secrets,Lily,Koch
I Get Joy,Lily,Koch
Breakeven,Lily,Koch
Home,Lily,Koch
Recado Falado (MetrÃÂ´ Da Saudade),Lily,Koch
Introductions,Lily,Koch
Scream (Album Version),Lily,Koch
Spanish Lady (Live From Slane Castle),Lily,Koch
Jesus Built My Hotrod (Short_ Pusillanimous_ So-They-Can-Fit-More Commercials-On-The-Radio Edit),Lily,Koch
Vzpominky IV.,Lily,Koch
Nothing Compares 2 U,Lily,Koch
Savin' Me,Lily,Koch
I'm Gonna Find Another You,Lily,Koch
Him,Lily,Koch
Weird Fishes/Arpeggi,Lily,Koch
Untitled,Lily,Koch
Classic Girl (2006 Remastered Album Version),Lily,Koch
You're The One,Lily,Koch
Supermassive Black Hole (Twilight Soundtrack Version),Lily,Koch
Sorry (Man With Guitar Mix),Lily,Koch
Estoy harto de tÃÂ­,Lily,Koch
Bring Me To Life,Lily,Koch
Fireflies,Lily,Koch
Body Language,Lily,Koch
Joey,Lily,Koch
All I've Got,Lily,Koch
Karmacoma,Lily,Koch
In Earnest (live),Lily,Koch
Word Up!,Lily,Koch
My Place,Lily,Koch
Around The World / Harder Better Faster Stronger,Theodore,Harris
Dusk And Summer,Lily,Koch
Helena (So Long & Goodnight) (Album Version),Kate,Harrell
Cross Your Fingers (Single Version),Lily,Koch
Fireflies,Theodore,Harris
Sail Away,Kate,Harrell
Hypnotize(Album Version),Lily,Koch
Dog Days Are Over (Radio Edit),Theodore,Harris
Lille,Kate,Harrell
Apology,Lily,Koch
The Memory Remains,Kate,Harrell
My Happy Ending,Lily,Koch
Livin' On A Prayer,Kate,Harrell
How To Disappear Completely,Lily,Koch
Carte Blanche,Jordan,Hicks
Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Kate,Harrell
Thank You,Lily,Koch
Oka Everywhere,Chloe,Cuevas
Ghetto Life,Kevin,Arellano
Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto,Kate,Harrell
Battle Metal,Lily,Koch
There Is,Chloe,Cuevas
Supermassive Black Hole (Twilight Soundtrack Version),Chloe,Cuevas
Checking On My Baby,Lily,Koch
Listen To The Bell,Kate,Harrell
Sharada,Lily,Koch
Let Me Think About It,Kate,Harrell
Best Love,Lily,Koch
Product Of The Environment (Redfern Gowanus Electro Mix),Kate,Harrell
Hey Sexy Lady,Lily,Koch
Look What You've Done (LP Version),Lily,Koch
Be With You,Lily,Koch
I Touch Myself,Zachary,Thomas
Here_ There And Everywhere,Lily,Koch
Reason I'm Alive (Explicit),Zachary,Thomas
Pititis_ Te Invoco (Album Version),Zachary,Thomas
It's Time I Go (Jazz),Zachary,Thomas
Blue Orchid,Zachary,Thomas
When The Sun Comes Down,Zachary,Thomas
FÃÂ¼r Maria (Album Version),Zachary,Thomas
Paradise City,Ryan,Smith
El arca de Noe,Ryan,Smith
Sad Statue,Emily,Benson
Stranger Lover,Emily,Benson
Zero,Emily,Benson
Human Behaviour,Kaleb,Cook
Tourniquet,Kaleb,Cook
People Got To Be Free,Chloe,Cuevas
My Life For Hire,Chloe,Cuevas
Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Chloe,Cuevas
Shelter Me,Chloe,Cuevas
Letting Go,Kate,Harrell
Sympathy For The Devil,Chloe,Cuevas
Jah Jah Live On,Kate,Harrell
Revelry,Chloe,Cuevas
S.R.V.,Kate,Harrell
It's Christmas So We'll Stop (Choir Version),Chloe,Cuevas
Sehr kosmisch,Kate,Harrell
Giving Up The Gun,Chloe,Cuevas
House Of Broken Love,Chloe,Cuevas
Right Back,Kate,Harrell
Flaca,Kate,Harrell
When You're Gone,Chloe,Cuevas
Heartbreaker [Discodeine Remix],Chloe,Cuevas
El Cantante,Kate,Harrell
Its Fun To Be A Vampire&,Kate,Harrell
Mr McGee,Chloe,Cuevas
Golden Brown,Kate,Harrell
Shut Your Eyes,Chloe,Cuevas
Il Solo Rimasto,Kate,Harrell
Hey_ Baby_ Give It To Me All,Chloe,Cuevas
Addicted,Kate,Harrell
Jammin' With Jesus,Chloe,Cuevas
What They Call Him (Skit),Kate,Harrell
La Mata De Sandia,Kate,Harrell
Take Me To The Riot,Kate,Harrell
Fuck Me Pumps,Chloe,Cuevas
Pienso En Ti,Kate,Harrell
Fire It Up,Chloe,Cuevas
Use Somebody,Kate,Harrell
No Solution,Chloe,Cuevas
The Cynic,Kate,Harrell
Jambalaya,Chloe,Cuevas
Tive Sim,Kate,Harrell
Wagon Wheel,Chloe,Cuevas
Whoa,Kate,Harrell
Bye Bye Beautiful,Kate,Harrell
Thong Song,Chloe,Cuevas
American Star,Ryann,Smith
Heartless,Kate,Harrell
One,Chloe,Cuevas
Me Voy A Ir,Ava,Robinson
Poor Man Style,Ryann,Smith
Don't Dance,Ryann,Smith
All My Friends,Kate,Harrell
Angel With The Scabbed Wings,Chloe,Cuevas
Hanky Panky (Mono),Kate,Harrell
You Are The Worst Thing In The World,Kate,Harrell
Revelry,Kate,Harrell
The Caretaker,Kate,Harrell
16 Candles,Kate,Harrell
Rompecabezas,Kate,Harrell
Black And White,Kate,Harrell
Marshall Examines His Carcass,Kate,Harrell
Just Lose It,Celeste,Williams
Big Girl,Chloe,Cuevas
Sing Me Sweet,Kate,Harrell
The Day Lo Bianco Left Sicily,Chloe,Cuevas
Sheebeg And Sheemore,Kate,Harrell
St. Patrick's Day,Chloe,Cuevas
Human After All,Kate,Harrell
Unchained Melody (Senza Catene),Kate,Harrell
Killer,Chloe,Cuevas
Numba 1 (Tide Is High),Kate,Harrell
Club Soda (Album),Kate,Harrell
Laat Mij In Die Waan,Chloe,Cuevas
Free Fallin',Kate,Harrell
Fisherman's Friend,Chloe,Cuevas
What We Do (Explicit) (Feat. Memphis Bleek),Kate,Harrell
Piccolo Cesare,Chloe,Cuevas
Know it All,Kate,Harrell
Blood Of The Rose,Chloe,Cuevas
Tell Me Ma,Kate,Harrell
Flaming Telepaths,Chloe,Cuevas
One More Lie (Standing In The Shadows),Kate,Harrell
VillapingÃÂ¼ino,Kate,Harrell
Seven Nation Army (Album Version),Kate,Harrell
The Game (Amended Version),Chloe,Cuevas
TvÃÂ¡rÃÂ­ v TvÃÂ¡r,Kate,Harrell
Tortured Soul,Chloe,Cuevas
Molly's Chambers,Chloe,Cuevas
I'm Not Calling You A Liar,Kate,Harrell
The Eternal,Chloe,Cuevas
Une Femme Seule,Kate,Harrell
Horny For Your Love (LP Version),Kate,Harrell
Minor Blue,Chloe,Cuevas
May Your Hearts Stay Strong,Chloe,Cuevas
Ele,Chloe,Cuevas
Recado Falado (MetrÃÂ´ Da Saudade),Chloe,Cuevas
Flash Pan Hunter,Chloe,Cuevas
1865 (96ÃÂº In The Shade),Jayden,Bell
Crown Royal,Chloe,Cuevas
Ball Of Confusion (That's What The World Is Today),Chloe,Cuevas
Naturally,Jayden,Bell
Warning,Chloe,Cuevas
Littlest Things (Live At The Astoria),Jayden,Bell
Compliments,Chloe,Cuevas
Shen Khar Venakhi,Chloe,Cuevas
Mercy:The Laundromat,Chloe,Cuevas
QuÃÂ© He De Hacer Para Olvidarte,Chloe,Cuevas
Rainy Night In Georgia (Album Version ),Chloe,Cuevas
Horizons,Chloe,Cuevas
Subterranean Homesick Alien,Chloe,Cuevas
All Summer Long (Album Version),Lily,Koch
Barfly,Lily,Koch
Meeting Paris Hilton (Album),Lily,Koch
Live High (Album Version),Lily,Koch
Setanta matins,Lily,Koch
Her Voice Resides,Lily,Koch
Deepest Blue,Lily,Koch
The Crabs,Lily,Koch
Jesus Wrote a Blank Check,Lily,Koch
El Castillo,Lily,Koch
Around The Way Girl,Lily,Koch
La Suerte De Mi Vida,Lily,Koch
Canada,Lily,Koch
Too Shy,Lily,Koch
Dime Tu,Lily,Koch
Ghosts Of War,Lily,Koch
You Left Me,Lily,Koch
What If (Film Version),Lily,Koch
Snow On A Hot Day,Lily,Koch
paranoid android,Lily,Koch
RoboCop,Lily,Koch
Digital,Lily,Koch
I Say A Little Prayer,Lily,Koch
Back Against The Wall,Lily,Koch
She's My Rock,Lily,Koch
Like Whoa,Lily,Koch
Girl,Lily,Koch
Sons & Daughters,Lily,Koch
MOSKAU,Lily,Koch
Worrisome Heart,Lily,Koch
Calabria 2007,Lily,Koch
Affliction,Lily,Koch
Home,Lily,Koch
Poison,Lily,Koch
Come On (Album Version),Lily,Koch
Kiss With A Fist,Theodore,Smith
Here Without You,Lily,Koch
Sky Blue And Black (LP Version),Lily,Koch
Get Into Yours,Aleena,Kirby
Yesterday Once More,Aleena,Kirby
Taper Jean Girl,Aleena,Kirby
Warp 1.9 (feat. Steve Aoki),Aleena,Kirby
Revelry,Aleena,Kirby
Tenderly,Aleena,Kirby
Bleeding Hearts,Aleena,Kirby
Lithium,Aleena,Kirby
ReprÃÂ©sente,Cecilia,Owens
Melodies & Desires,Cecilia,Owens
Overture,Ryan,Smith
Sehr kosmisch,Ryan,Smith
Caged Bird,Mohammad,Rodriguez
Wooden Ships (LP Version),Mohammad,Rodriguez
What's The Frequency_ Kenneth? (Radio Version),Ryan,Smith
My Father's Eyes,Chloe,Cuevas
Cry,Chloe,Cuevas
I CAN'T GET STARTED,Chloe,Cuevas
The Way I Are,Tegan,Levine
Missing,Chloe,Cuevas
Baby_ I Love Your Way (Album Version),Tegan,Levine
Queremos Paz,Chloe,Cuevas
Belong,Tegan,Levine
My Favorite Things,Tegan,Levine
Symptom Of The Universe,Chloe,Cuevas
Uncharted,Tegan,Levine
This Joint,Chloe,Cuevas
Unite (2009 Digital Remaster),Tegan,Levine
Who Let You Go?,Tegan,Levine
Stuck Between,Chloe,Cuevas
Good Soldier,Tegan,Levine
High,Chloe,Cuevas
Do You Remember,Tegan,Levine
Pardon Me,Chloe,Cuevas
A Girl Like You,Tegan,Levine
The Fear You Won't Fall,Chloe,Cuevas
Team,Chloe,Cuevas
Its Hard Out Here,Chloe,Cuevas
Lagrimas Negras,Tegan,Levine
Revelry,Tegan,Levine
Love Is A Losing Game,Tegan,Levine
Dog Days Are Over (Radio Edit),Tegan,Levine
Tiny Tears,Tegan,Levine
Number One Song,Tegan,Levine
Same Thing,Tegan,Levine
Tell Me Baby (Album Version),Tegan,Levine
Dog Days Are Over (Radio Edit),Chloe,Cuevas
My Own Worst Enemy,Chloe,Cuevas
Dear God (Album Version),Tegan,Levine
Sehr kosmisch,Chloe,Cuevas
Calling You,Tegan,Levine
I Tried,Tegan,Levine
Two Hands,Chloe,Cuevas
Drama,Tegan,Levine
